Team,Year,Sport,Gold,Silver,Bronze
Germany,1998,Speed Skating,2,3,1
Germany,2000,Archery,0,0,3
Germany,2000,Athletics,2,1,2
Germany,2000,Boxing,0,0,1
Germany,2000,Canoeing,8,4,5
Germany,2000,Cycling,7,4,3
Germany,2000,Diving,0,0,3
Germany,2000,Equestrianism,8,1,1
Germany,2000,Fencing,0,2,7
Germany,2000,Football,0,0,17
Germany,2000,Judo,0,0,1
Germany,2000,Rowing,6,2,6
Germany,2000,Sailing,0,4,2
Germany,2000,Swimming,0,0,11
Germany,2000,Taekwondo,0,1,0
Germany,2000,Tennis,0,1,0
Germany,2000,Triathlon,0,1,0
Germany,2000,Weightlifting,0,2,0
Germany,2002,Alpine Skiing,0,0,1
Germany,2002,Biathlon,6,8,1
Germany,2002,Cross Country Skiing,4,2,5
Germany,2002,Luge,1,2,1
Germany,2002,Nordic Combined,0,5,0
Germany,2002,Ski Jumping,4,1,0
Germany,2002,Speed Skating,3,3,2
Germany,2004,Athletics,0,2,0
Germany,2004,Boxing,0,0,2
Germany,2004,Canoeing,9,7,1
Germany,2004,Cycling,3,1,4
Germany,2004,Diving,0,2,0
Germany,2004,Equestrianism,4,1,4
Germany,2004,Fencing,0,3,3
Germany,2004,Football,0,0,17
Germany,2004,Handball,0,15,0
Germany,2004,Hockey,16,0,16
Germany,2004,Judo,1,0,3
Germany,2004,Rowing,5,4,0
Germany,2004,Shooting,2,1,0
Germany,2004,Swimming,0,5,12
Germany,2004,Tennis,0,2,0
Germany,2004,Trampolining,1,0,1
Germany,2006,Biathlon,8,7,2
Germany,2006,Cross Country Skiing,0,9,1
Germany,2006,Luge,1,1,1
Germany,2006,Nordic Combined,1,4,1
Germany,2006,Snowboarding,0,1,0
Germany,2006,Speed Skating,5,1,1
Germany,2008,Athletics,0,0,1
Germany,2008,Canoeing,7,4,7
Germany,2008,Cycling,1,1,3
Germany,2008,Diving,0,2,2
Germany,2008,Equestrianism,6,1,1
Germany,2008,Fencing,2,0,0
Germany,2008,Football,0,0,16
Germany,2008,Gymnastics,0,1,1
Germany,2008,Hockey,17,0,0
Germany,2008,Judo,1,0,0
Germany,2008,Modern Pentathlon,1,0,0
Germany,2008,Rowing,0,2,4
Germany,2008,Sailing,0,0,2
Germany,2008,Shooting,0,1,3
Germany,2008,Swimming,2,0,1
Germany,2008,Table Tennis,0,3,0
Germany,2008,Triathlon,1,0,0
Germany,2008,Weightlifting,1,0,0
Germany,2008,Wrestling,0,1,0
Germany,2010,Alpine Skiing,3,0,0
Germany,2010,Biathlon,2,1,5
Germany,2010,Cross Country Skiing,2,8,0
Germany,2010,Luge,2,1,1
Germany,2010,Nordic Combined,0,0,4
Germany,2010,Skeleton,0,1,1
Germany,2010,Ski Jumping,0,4,0
Germany,2010,Speed Skating,4,3,0
Germany,2012,Athletics,1,4,3
Germany,2012,Canoeing,5,5,4
Germany,2012,Cycling,2,4,3
Germany,2012,Equestrianism,6,3,1
Germany,2012,Fencing,0,1,4
Germany,2012,Gymnastics,0,3,0
Germany,2012,Hockey,16,0,0
Germany,2012,Judo,0,2,2
Germany,2012,Rowing,13,4,0
Germany,2012,Swimming,0,1,0
Germany,2012,Table Tennis,0,0,4
Germany,2012,Taekwondo,0,0,1
Germany,2014,Alpine Skiing,1,1,1
Germany,2014,Biathlon,0,5,0
Germany,2014,Cross Country Skiing,0,0,4
Germany,2014,Luge,6,1,0
Germany,2014,Nordic Combined,1,4,1
Germany,2014,Ski Jumping,5,0,0
Germany,2014,Snowboarding,0,1,1
Germany,2016,Archery,0,1,0
Germany,2016,Athletics,2,0,1
Germany,2016,Boxing,0,0,1
Germany,2016,Canoeing,9,6,1
Germany,2016,Cycling,1,0,2
Germany,2016,Diving,0,0,1
Germany,2016,Equestrianism,5,5,5
Germany,2016,Football,18,17,0
Germany,2016,Gymnastics,1,0,1
Germany,2016,Handball,0,0,15
Germany,2016,Hockey,0,0,33
Germany,2016,Judo,0,0,1
Germany,2016,Rowing,8,9,0
Germany,2016,Sailing,0,0,2
Germany,2016,Shooting,3,1,0
Germany,2016,Table Tennis,0,3,3
Germany,2016,Tennis,0,1,0
Germany,2016,Wrestling,0,0,1
Germany-1,1932,Bobsleigh,0,0,4
Germany-1,1936,Figure Skating,2,0,0
Germany-1,1952,Bobsleigh,2,0,0
Germany-1,1952,Figure Skating,2,0,0
Germany-1,1960,Figure Skating,0,2,0
Germany-1,1964,Figure Skating,0,2,0
Germany-1,1992,Bobsleigh,0,6,0
Germany-1,1992,Luge,2,0,0
Germany-1,1994,Bobsleigh,0,0,4
Germany-1,1994,Luge,0,0,2
Germany-1,1996,Canoeing,0,0,2
Germany-1,1998,Bobsleigh,0,0,2
Germany-1,1998,Figure Skating,0,0,2
Germany-1,1998,Luge,2,0,0
Germany-1,2000,Beach Volleyball,0,0,2
Germany-1,2002,Bobsleigh,2,2,0
Germany-1,2004,Canoeing,0,2,0
Germany-1,2006,Bobsleigh,8,0,0
Germany-1,2006,Luge,0,2,0
Germany-1,2010,Bobsleigh,2,4,0
Germany-1,2010,Figure Skating,0,0,2
Germany-1,2012,Beach Volleyball,2,0,0
Germany-1,2014,Figure Skating,0,0,2
Germany-1,2014,Luge,2,0,0
Germany-1,2016,Beach Volleyball,2,0,0
Germany-2,1928,Bobsleigh,0,0,5
Germany-2,1992,Bobsleigh,0,0,2
Germany-2,1992,Luge,0,2,0
Germany-2,1994,Bobsleigh,4,0,0
Germany-2,1998,Bobsleigh,4,0,0
Germany-2,2002,Bobsleigh,4,0,2
Germany-2,2002,Luge,2,0,0
Germany-2,2010,Bobsleigh,0,2,0
Germany-2,2010,Luge,0,0,2
Ghana,1960,Boxing,0,1,0
Ghana,1964,Boxing,0,0,1
Ghana,1972,Boxing,0,0,1
Ghana,1992,Football,0,0,20
Gitana-2,1900,Sailing,0,5,5
Glider,1964,Sailing,0,2,0
Great Britain,1896,Athletics,0,1,1
Great Britain,1896,Cycling,0,1,1
Great Britain,1896,Tennis,1,0,0
Great Britain,1896,Weightlifting,1,1,0
Great Britain,1900,Athletics,3,3,2
Great Britain,1900,Cycling,0,1,0
Great Britain,1900,Golf,0,1,1
Great Britain,1900,Rowing,0,0,1
Great Britain,1900,Swimming,2,0,1
Great Britain,1900,Tennis,4,1,2
Great Britain,1904,Athletics,1,1,0
Great Britain,1906,Athletics,3,5,1
Great Britain,1906,Cycling,3,3,0
Great Britain,1906,Fencing,0,4,0
Great Britain,1906,Shooting,2,0,2
Great Britain,1906,Swimming,1,2,5
Great Britain,1908,Archery,2,2,1
Great Britain,1908,Athletics,11,7,3
Great Britain,1908,Boxing,5,4,5
Great Britain,1908,Cycling,8,4,2
Great Britain,1908,Fencing,0,6,0
Great Britain,1908,Figure Skating,1,1,2
Great Britain,1908,Football,11,0,0
Great Britain,1908,Gymnastics,0,1,0
Great Britain,1908,Jeu De Paume,0,1,1
Great Britain,1908,Lacrosse,0,12,0
Great Britain,1908,Racquets,1,1,2
Great Britain,1908,Rowing,1,1,0
Great Britain,1908,Shooting,8,15,10
Great Britain,1908,Swimming,7,2,1
Great Britain,1908,Tennis,4,3,3
Great Britain,1908,Water Polo,7,0,0
Great Britain,1908,Wrestling,3,4,4
Great Britain,1912,Athletics,5,1,16
Great Britain,1912,Diving,0,0,1
Great Britain,1912,Fencing,0,6,0
Great Britain,1912,Football,14,0,0
Great Britain,1912,Gymnastics,0,0,23
Great Britain,1912,Rowing,1,0,0
Great Britain,1912,Shooting,4,17,10
Great Britain,1912,Swimming,4,2,6
Great Britain,1912,Tennis,1,1,1
Great Britain,1912,Tug-Of-War,0,8,0
Great Britain,1912,Water Polo,7,0,0
Great Britain,1920,Art Competitions,0,1,0
Great Britain,1920,Athletics,7,14,4
Great Britain,1920,Boxing,2,1,3
Great Britain,1920,Cycling,2,6,1
Great Britain,1920,Diving,0,1,0
Great Britain,1920,Hockey,14,0,0
Great Britain,1920,Polo,4,0,0
Great Britain,1920,Rowing,0,10,0
Great Britain,1920,Swimming,0,4,4
Great Britain,1920,Tennis,2,3,1
Great Britain,1920,Tug-Of-War,8,0,0
Great Britain,1920,Water Polo,7,0,0
Great Britain,1920,Wrestling,0,0,2
Great Britain,1924,Alpinism,12,0,0
Great Britain,1924,Art Competitions,0,1,0
Great Britain,1924,Athletics,3,11,8
Great Britain,1924,Boxing,2,2,0
Great Britain,1924,Curling,4,0,0
Great Britain,1924,Cycling,0,1,1
Great Britain,1924,Diving,0,0,1
Great Britain,1924,Fencing,0,1,0
Great Britain,1924,Figure Skating,0,0,1
Great Britain,1924,Ice Hockey,0,0,10
Great Britain,1924,Polo,0,0,4
Great Britain,1924,Rowing,5,0,0
Great Britain,1924,Shooting,4,2,0
Great Britain,1924,Swimming,1,5,1
Great Britain,1924,Tennis,0,0,1
Great Britain,1924,Wrestling,0,0,1
Great Britain,1928,Art Competitions,1,1,0
Great Britain,1928,Athletics,2,2,4
Great Britain,1928,Cycling,0,7,4
Great Britain,1928,Fencing,0,1,0
Great Britain,1928,Gymnastics,0,0,12
Great Britain,1928,Rowing,4,11,1
Great Britain,1928,Skeleton,0,0,1
Great Britain,1928,Swimming,0,5,2
Great Britain,1928,Wrestling,0,0,1
Great Britain,1932,Art Competitions,1,0,0
Great Britain,1932,Athletics,2,7,5
Great Britain,1932,Cycling,0,2,4
Great Britain,1932,Fencing,0,1,0
Great Britain,1932,Rowing,6,0,0
Great Britain,1932,Swimming,0,0,5
Great Britain,1936,Athletics,5,8,0
Great Britain,1936,Bobsleigh,0,0,4
Great Britain,1936,Cycling,0,0,4
Great Britain,1936,Equestrianism,0,0,3
Great Britain,1936,Figure Skating,0,1,0
Great Britain,1936,Ice Hockey,12,0,0
Great Britain,1936,Polo,0,4,0
Great Britain,1936,Rowing,2,4,0
Great Britain,1948,Art Competitions,1,2,1
Great Britain,1948,Athletics,0,9,1
Great Britain,1948,Boxing,0,2,0
Great Britain,1948,Cycling,0,7,5
Great Britain,1948,Equestrianism,0,0,3
Great Britain,1948,Figure Skating,0,0,1
Great Britain,1948,Hockey,0,12,0
Great Britain,1948,Rowing,4,9,0
Great Britain,1948,Skeleton,0,0,1
Great Britain,1948,Swimming,0,0,1
Great Britain,1948,Weightlifting,0,1,1
Great Britain,1952,Athletics,0,1,7
Great Britain,1952,Cycling,0,0,4
Great Britain,1952,Equestrianism,3,0,0
Great Britain,1952,Figure Skating,1,0,0
Great Britain,1952,Hockey,0,0,13
Great Britain,1952,Sailing,0,1,0
Great Britain,1952,Swimming,0,0,1
Great Britain,1952,Wrestling,0,0,1
Great Britain,1956,Athletics,1,7,5
Great Britain,1956,Boxing,2,1,2
Great Britain,1956,Cycling,0,4,5
Great Britain,1956,Equestrianism,3,0,4
Great Britain,1956,Fencing,1,0,0
Great Britain,1956,Swimming,1,0,1
Great Britain,1960,Athletics,1,3,7
Great Britain,1960,Boxing,0,0,3
Great Britain,1960,Diving,0,0,2
Great Britain,1960,Equestrianism,0,0,1
Great Britain,1960,Fencing,0,7,0
Great Britain,1960,Swimming,1,1,1
Great Britain,1960,Weightlifting,0,0,1
Great Britain,1964,Athletics,4,10,4
Great Britain,1964,Equestrianism,0,0,1
Great Britain,1964,Fencing,0,1,0
Great Britain,1964,Rowing,0,4,0
Great Britain,1964,Swimming,0,1,0
Great Britain,1964,Weightlifting,0,1,0
Great Britain,1968,Athletics,1,2,1
Great Britain,1968,Boxing,1,0,0
Great Britain,1968,Equestrianism,4,2,1
Great Britain,1968,Sailing,2,0,3
Great Britain,1968,Shooting,1,0,0
Great Britain,1968,Swimming,0,1,0
Great Britain,1972,Athletics,1,4,2
Great Britain,1972,Boxing,0,0,3
Great Britain,1972,Cycling,0,0,4
Great Britain,1972,Equestrianism,5,1,0
Great Britain,1972,Judo,0,1,2
Great Britain,1972,Sailing,2,2,0
Great Britain,1972,Shooting,0,0,1
Great Britain,1972,Swimming,0,1,0
Great Britain,1976,Athletics,0,0,1
Great Britain,1976,Boxing,0,0,1
Great Britain,1976,Cycling,0,0,4
Great Britain,1976,Figure Skating,1,0,0
Great Britain,1976,Judo,0,1,1
Great Britain,1976,Modern Pentathlon,3,0,0
Great Britain,1976,Rowing,0,11,0
Great Britain,1976,Sailing,2,2,0
Great Britain,1976,Swimming,1,1,4
Great Britain,1980,Athletics,4,2,10
Great Britain,1980,Boxing,0,0,1
Great Britain,1980,Figure Skating,1,0,0
Great Britain,1980,Judo,0,1,1
Great Britain,1980,Rowing,0,9,6
Great Britain,1980,Swimming,1,6,6
Great Britain,1984,Athletics,3,10,9
Great Britain,1984,Boxing,0,0,1
Great Britain,1984,Equestrianism,0,8,1
Great Britain,1984,Hockey,0,0,15
Great Britain,1984,Judo,0,1,2
Great Britain,1984,Rowing,5,0,0
Great Britain,1984,Sailing,0,0,2
Great Britain,1984,Shooting,1,0,3
Great Britain,1984,Swimming,0,1,7
Great Britain,1984,Weightlifting,0,0,1
Great Britain,1984,Wrestling,0,0,1
Great Britain,1988,Archery,0,0,3
Great Britain,1988,Athletics,0,10,2
Great Britain,1988,Boxing,0,0,1
Great Britain,1988,Equestrianism,0,5,1
Great Britain,1988,Hockey,16,0,0
Great Britain,1988,Judo,0,0,1
Great Britain,1988,Modern Pentathlon,0,0,3
Great Britain,1988,Rowing,2,0,3
Great Britain,1988,Sailing,2,0,0
Great Britain,1988,Shooting,1,1,0
